Temps,Taille,Nombre de cellule
254.8,10000,515
268.1,10000,510
250.7,10000,528
252.7,10000,511
355.3,10000,511
245.8,10000,498
252.9,10000,522
251.8,10000,508
266.7,10000,539
246.1,10000,492
253.1,10000,521
255.4,10000,495
248.1,10000,497
257.0,10000,512
287.0,10000,535
246.9,10000,525
252.3,10000,542
254.8,10000,518
248.0,10000,516
250.7,10000,514
258.2,10000,520
249.9,10000,503
253.1,10000,506
268.1,10000,540
255.9,10000,495
252.8,10000,518
250.6,10000,531
273.8,10000,534
281.4,10000,556
248.4,10000,544
255.9,10000,583
246.1,10000,538
266.3,10000,547
255.0,10000,523
244.1,10000,526
255.4,10000,532
283.1,10000,530
248.3,10000,511
253.7,10000,515
250.6,10000,516
260.2,10000,527
269.7,10000,503
248.9,10000,519
255.1,10000,483
249.1,10000,490
243.1,10000,492
252.6,10000,472
251.9,10000,465
246.0,10000,456
252.9,10000,454
287.3,10000,468
247.9,10000,461
244.8,10000,475
254.8,10000,481
265.0,10000,457
253.1,10000,453
267.2,10000,459
252.8,10000,463
244.8,10000,456
258.4,10000,449
247.5,10000,459
277.6,10000,467
252.0,10000,466
247.1,10000,449
326.8,10000,436
249.0,10000,450
253.1,10000,425
261.5,10000,426
250.0,10000,426
253.7,10000,428
250.6,10000,401
254.1,10000,425
244.3,10000,409
257.5,10000,421
258.0,10000,419
247.1,10000,418
251.1,10000,419
254.3,10000,441
256.1,10000,435
244.9,10000,451
284.4,10000,447
252.1,10000,468
253.3,10000,455
254.7,10000,491
245.4,10000,476
253.8,10000,482
262.7,10000,453
244.1,10000,457
249.4,10000,452
251.9,10000,426
252.1,10000,425
244.5,10000,427
262.1,10000,427
251.4,10000,431
246.1,10000,464
259.2,10000,461
254.8,10000,479
284.1,10000,474
269.5,10000,493
253.2,10000,516
250.9,10000,531
258.5,10000,510
340.0,10000,524
264.5,10000,516
273.0,10000,529
264.6,10000,532
247.6,10000,514
268.0,10000,531
248.5,10000,516
253.1,10000,527
255.2,10000,546
279.4,10000,570
258.2,10000,552
247.2,10000,549
277.2,10000,553
246.2,10000,540
258.5,10000,555
270.1,10000,534
255.3,10000,577
263.8,10000,559
279.3,10000,555
267.1,10000,536
278.4,10000,561
261.0,10000,551
253.7,10000,547
249.7,10000,555
251.2,10000,590
262.1,10000,610
275.3,10000,634
248.4,10000,626
252.6,10000,600
259.2,10000,633
251.1,10000,611
248.0,10000,603
252.7,10000,600
249.5,10000,597
246.0,10000,565
279.5,10000,572
254.3,10000,565
246.3,10000,565
266.9,10000,578
248.4,10000,612
253.3,10000,621
253.3,10000,628
245.3,10000,628
252.8,10000,638
261.4,10000,606
244.2,10000,605
251.4,10000,596
295.9,10000,599
248.8,10000,582
252.9,10000,587
254.4,10000,596
244.2,10000,580
250.0,10000,587
257.3,10000,603
247.8,10000,600
261.8,10000,629
254.6,10000,625
251.3,10000,643
247.5,10000,665
286.8,10000,657
277.0,10000,691
265.3,10000,691
286.2,10000,661
254.6,10000,662
251.1,10000,649
260.6,10000,652
245.5,10000,640
253.7,10000,637
263.2,10000,678
265.0,10000,689
267.1,10000,709
266.9,10000,700
274.1,10000,681
250.1,10000,689
250.0,10000,681
257.9,10000,719
250.7,10000,678
233.7,10000,711
254.2,10000,695
251.6,10000,755
253.3,10000,741
256.7,10000,716
268.2,10000,717
268.7,10000,666
252.5,10000,679
258.4,10000,693
262.6,10000,697
254.6,10000,724
249.6,10000,728
254.1,10000,739
273.5,10000,740
251.5,10000,764
267.2,10000,741
256.4,10000,733
253.4,10000,724
251.0,10000,665
253.9,10000,685
271.0,10000,676
249.0,10000,681
258.8,10000,663
248.2,10000,684
253.6,10000,650
253.4,10000,666
245.5,10000,664
251.8,10000,644
260.2,10000,624
248.3,10000,634
249.9,10000,617
259.6,10000,619
269.2,10000,609
255.2,10000,669
263.5,10000,606
277.2,10000,607
250.6,10000,619
245.8,10000,612
252.9,10000,596
252.1,10000,576
245.9,10000,583
255.8,10000,555
249.6,10000,547
246.2,10000,521
253.4,10000,541
252.4,10000,538
257.5,10000,544
247.4,10000,554
253.2,10000,530
264.7,10000,549
255.5,10000,557
251.6,10000,566
255.2,10000,576
248.3,10000,583
253.3,10000,593
256.6,10000,554
247.5,10000,572
253.6,10000,528
249.9,10000,562
245.5,10000,541
252.2,10000,552
248.3,10000,542
264.6,10000,559
267.6,10000,575
253.3,10000,526
250.4,10000,534
253.4,10000,488
253.5,10000,508
267.8,10000,516
249.6,10000,544
246.6,10000,570
249.9,10000,542
257.5,10000,534
258.9,10000,542
245.1,10000,544
254.1,10000,522
253.3,10000,541
244.0,10000,545
257.1,10000,548
247.8,10000,564
247.3,10000,554
252.4,10000,542
249.2,10000,549
252.3,10000,521
248.0,10000,544
248.6,10000,561
266.9,10000,585
246.2,10000,605
260.3,10000,618
269.0,10000,644
247.1,10000,654
251.9,10000,625
258.5,10000,641
298.9,10000,622
266.1,10000,620
253.3,10000,612
257.5,10000,619
382.6,10000,622
251.8,10000,636
256.4,10000,609
252.4,10000,663
252.8,10000,578
302.4,10000,583
261.8,10000,565
251.6,10000,565
255.1,10000,537
246.2,10000,558
265.3,10000,539
246.0,10000,566
259.6,10000,558
259.1,10000,565
279.3,10000,597
250.5,10000,589
245.5,10000,592
251.5,10000,573
261.3,10000,577
256.4,10000,555
254.1,10000,563
249.1,10000,582
257.1,10000,597
294.9,10000,599
263.5,10000,599
253.4,10000,613
256.5,10000,618
243.9,10000,603
250.9,10000,632
250.4,10000,629
252.5,10000,630
251.8,10000,604
252.1,10000,624
247.8,10000,599
251.0,10000,585
251.9,10000,596
273.9,10000,657
252.4,10000,730
249.7,10000,749
251.2,10000,848
253.3,10000,817
261.9,10000,960
251.6,10000,934
269.1,10000,1018
248.4,10000,1106
253.9,10000,1153
247.7,10000,1247
252.9,10000,1259
247.6,10000,1353
254.2,10000,1437
249.7,10000,1474
247.0,10000,1458
257.1,10000,1577
269.8,10000,1559
265.1,10000,1726
248.6,10000,1727
249.3,10000,1872
250.6,10000,1854
284.3,10000,1829
247.0,10000,1862
252.9,10000,1861
251.6,10000,1985
291.6,10000,2037
253.0,10000,2064
250.6,10000,2126
253.6,10000,2272
260.9,10000,2244
248.3,10000,2326
258.8,10000,2381
298.5,10000,2420
247.1,10000,2495
252.9,10000,2439
274.5,10000,2548
252.2,10000,2554
260.8,10000,2578
246.8,10000,2520
247.1,10000,2648
254.0,10000,2694
248.4,10000,2713
253.6,10000,2751
254.3,10000,2735
266.2,10000,2765
248.3,10000,2750
256.2,10000,2759
260.8,10000,2833
259.8,10000,2781
277.6,10000,2816
274.4,10000,2893
256.2,10000,2826
248.3,10000,2941
254.2,10000,2912
248.7,10000,2936
253.1,10000,3005
249.3,10000,3025
252.1,10000,3000
250.6,10000,3059
249.2,10000,3140
251.3,10000,3217
263.4,10000,3067
255.7,10000,3257
255.4,10000,3061
250.2,10000,3199
252.5,10000,3065
247.5,10000,3238
251.7,10000,3101
254.3,10000,3182
247.6,10000,3189
249.3,10000,3324
249.4,10000,3294
251.3,10000,3310
255.1,10000,3296
260.4,10000,3264
294.1,10000,3279
282.0,10000,3336
252.8,10000,3238
259.0,10000,3275
270.0,10000,3256
255.7,10000,3311
270.1,10000,3302
251.5,10000,3338
315.0,10000,3212
253.5,10000,3236
272.4,10000,3268
248.3,10000,3294
252.6,10000,3382
247.8,10000,3265
257.8,10000,3314
249.2,10000,3383
233.5,10000,3369
255.0,10000,3291
262.4,10000,3350
254.3,10000,3321
248.1,10000,3281
247.9,10000,3294
248.2,10000,3394
248.1,10000,3219
243.0,10000,3304
317.5,10000,3323
251.7,10000,3343
293.5,10000,3280
263.6,10000,3201
278.3,10000,3352
249.2,10000,3317
255.8,10000,3388
238.6,10000,3373
247.9,10000,3309
261.2,10000,3249
249.4,10000,3384
252.4,10000,3314
249.3,10000,3492
246.1,10000,3206
315.5,10000,3331
268.2,10000,3320
266.1,10000,3277
266.1,10000,3351
248.4,10000,3382
255.1,10000,3299
248.6,10000,3446
249.1,10000,3249
253.1,10000,3384
247.9,10000,3305
257.2,10000,3355
249.5,10000,3332
250.3,10000,3354
263.7,10000,3349
245.9,10000,3366
260.3,10000,3445
249.5,10000,3379
264.1,10000,3434
249.1,10000,3309
256.0,10000,3223
252.2,10000,3370
246.2,10000,3254
426.0,10000,3308
249.1,10000,3244
258.2,10000,3304
247.6,10000,3386
247.8,10000,3254
245.6,10000,3331
258.7,10000,3329
251.5,10000,3405
254.4,10000,3299
281.9,10000,3377
297.2,10000,3339
267.1,10000,3361
267.9,10000,3242
245.0,10000,3298
255.7,10000,3247
249.5,10000,3233
250.1,10000,3272
248.3,10000,3255
271.9,10000,3267
253.4,10000,3332
248.4,10000,3298
264.0,10000,3302
252.7,10000,3277
251.6,10000,3164
251.5,10000,3311
267.1,10000,3170
250.3,10000,3221
247.7,10000,3216
257.0,10000,3230
247.9,10000,3205
253.6,10000,3243
283.1,10000,3251
260.9,10000,3228
246.9,10000,3283
257.6,10000,3292
248.7,10000,3257
258.4,10000,3388
249.3,10000,3276
248.8,10000,3334
250.0,10000,3233
247.2,10000,3384
256.1,10000,3335
248.9,10000,3251
254.8,10000,2413
249.1,10000,2371
247.4,10000,2184
263.3,10000,2039
248.0,10000,1916
245.9,10000,1715
261.6,10000,1592
251.0,10000,1439
247.2,10000,1318
255.9,10000,1315
252.8,10000,1167
246.2,10000,1128
254.6,10000,993
250.6,10000,956
255.3,10000,899
269.7,10000,858
284.9,10000,816
257.6,10000,701
254.1,10000,637
330.6,10000,631
250.9,10000,623
257.7,10000,568
247.7,10000,577
257.9,10000,525
251.4,10000,497
247.0,10000,455
256.2,10000,451
250.3,10000,415
259.5,10000,407
245.5,10000,381
259.2,10000,386
310.2,10000,366
250.8,10000,362
253.6,10000,351
250.4,10000,358
252.4,10000,337
246.8,10000,338
250.3,10000,335
252.5,10000,319
247.6,10000,329
252.9,10000,320
249.1,10000,322
253.2,10000,320
246.0,10000,314
266.0,10000,313
270.7,10000,309
251.0,10000,311
248.9,10000,311
252.5,10000,311
250.2,10000,310
254.3,10000,317
248.2,10000,307
252.5,10000,306
249.5,10000,306
256.3,10000,308
242.0,10000,303
245.2,10000,302
252.5,10000,303
252.7,10000,299
248.5,10000,299
256.7,10000,299
253.4,10000,299
263.4,10000,299
247.1,10000,299
255.6,10000,299
266.8,10000,299
265.5,10000,299
248.4,10000,299
252.6,10000,299
252.5,10000,299
249.7,10000,299
254.4,10000,299
252.5,10000,299
252.4,10000,299
246.0,10000,299
257.7,10000,299
256.6,10000,299
253.0,10000,299
248.0,10000,299
254.6,10000,299
252.5,10000,299
252.8,10000,299
247.1,10000,299
252.2,10000,299
254.9,10000,299
266.4,10000,299
247.2,10000,299
251.4,10000,299
257.5,10000,299
254.5,10000,299
255.3,10000,299
251.1,10000,299
251.1,10000,299
250.5,10000,299
255.2,10000,299
278.8,10000,299
260.4,10000,299
247.5,10000,299
276.4,10000,299
251.0,10000,299
251.2,10000,299
248.4,10000,299
253.4,10000,299
261.1,10000,299
256.4,10000,299
245.4,10000,299
255.9,10000,299
254.6,10000,299
265.4,10000,299
245.9,10000,299
326.6,10000,299
299.9,10000,299
249.0,10000,299
255.6,10000,299
252.7,10000,299
263.3,10000,299
246.3,10000,299
254.9,10000,299
252.9,10000,299
247.3,10000,299
246.4,10000,299
255.5,10000,299
275.1,10000,299
245.5,10000,299
256.3,10000,299
267.0,10000,299
248.1,10000,299
253.2,10000,299
254.8,10000,299
249.6,10000,299
248.9,10000,299
252.7,10000,299
252.0,10000,299
247.6,10000,299
247.8,10000,299
249.2,10000,299
277.7,10000,299
307.2,10000,299
248.0,10000,299
257.7,10000,299
254.7,10000,29
251.5,10000,16
263.3,10000,0
243.5,10000,0
253.5,10000,0
257.0,10000,0
254.8,10000,0
256.7,10000,0
251.3,10000,0
249.0,10000,0
249.6,10000,0
251.9,10000,0
247.9,10000,0
245.2,10000,0
250.8,10000,0
274.4,10000,0
253.7,10000,0
290.1,10000,0
251.8,10000,0
250.6,10000,0
254.9,10000,0
251.5,10000,0
249.6,10000,0
255.6,10000,0
247.9,10000,0
251.5,10000,0
245.7,10000,0
250.0,10000,0
244.8,10000,0
249.4,10000,0
275.8,10000,0
278.9,10000,0
252.7,10000,0
248.5,10000,0
255.0,10000,0
250.2,10000,0
255.7,10000,0
260.2,10000,0
250.7,10000,0
252.2,10000,0
277.0,10000,0
254.3,10000,0
253.3,10000,0
251.4,10000,0
254.0,10000,0
251.1,10000,0
245.5,10000,0
248.7,10000,0
251.7,10000,0
251.5,10000,0
249.9,10000,0
251.5,10000,0
246.5,10000,0
248.2,10000,0
253.2,10000,0
256.4,10000,0
260.5,10000,0
261.8,10000,0
263.1,10000,0
247.0,10000,0
252.8,10000,0
253.6,10000,0
249.7,10000,0
253.1,10000,0
260.9,10000,0
255.7,10000,0
260.4,10000,0
253.7,10000,0
252.9,10000,0
253.3,10000,0
258.3,10000,0
254.2,10000,0
255.9,10000,0
253.0,10000,0
258.7,10000,0
252.5,10000,0
255.2,10000,0
271.3,10000,0
251.2,10000,0
252.9,10000,0
265.5,10000,0
249.0,10000,0
252.0,10000,0
266.9,10000,0
246.2,10000,0
253.3,10000,0
278.2,10000,0
247.8,10000,0
268.0,10000,0
270.8,10000,0
272.2,10000,0
247.1,10000,0
266.4,10000,0
271.8,10000,0
255.2,10000,0
257.1,10000,0
248.9,10000,0
257.4,10000,0
256.4,10000,0
251.0,10000,0
258.8,10000,0
260.9,10000,0
245.5,10000,0
254.6,10000,0
255.4,10000,0
258.3,10000,0
247.9,10000,0
253.1,10000,0
258.1,10000,0
248.9,10000,0
274.1,10000,0
262.1,10000,0
252.7,10000,0
260.3,10000,0
258.9,10000,0
251.7,10000,0
247.3,10000,0
256.6,10000,0
247.6,10000,0
251.5,10000,0
257.2,10000,0
250.0,10000,0
254.4,10000,0
253.6,10000,0
252.2,10000,0
242.9,10000,0
276.4,10000,0
247.4,10000,0
247.0,10000,0
256.3,10000,0
247.5,10000,0
248.9,10000,0
348.9,10000,0
255.7,10000,0
287.5,10000,0
251.9,10000,0
