Temps,Taille,Nombre de cellule
253.8,10000,0
252.9,10000,0
273.5,10000,0
253.1,10000,0
251.6,10000,0
259.1,10000,0
248.8,10000,0
257.6,10000,0
252.3,10000,0
253.5,10000,0
261.9,10000,0
249.9,10000,0
252.1,10000,0
256.6,10000,0
250.4,10000,0
303.2,10000,0
255.2,10000,0
252.5,10000,0
252.1,10000,0
221.3,10000,2770
249.3,10000,2581
246.6,10000,2655
255.4,10000,2466
244.8,10000,2422
256.6,10000,2293
252.3,10000,2234
257.4,10000,2140
259.8,10000,2090
253.5,10000,2135
278.8,10000,2003
250.4,10000,1987
254.2,10000,1935
263.5,10000,1841
255.8,10000,1883
252.5,10000,1833
254.4,10000,1825
265.6,10000,1740
246.2,10000,1699
270.3,10000,1654
249.0,10000,1593
269.7,10000,1573
250.0,10000,1533
281.3,10000,1570
251.9,10000,1545
246.0,10000,1534
237.6,10000,1508
252.1,10000,1490
248.2,10000,1402
263.8,10000,1456
273.2,10000,1408
256.4,10000,1425
264.8,10000,1378
250.8,10000,1426
276.5,10000,1403
253.7,10000,1405
299.5,10000,1353
278.8,10000,1388
250.9,10000,1337
266.7,10000,1380
254.7,10000,1276
266.0,10000,1267
249.6,10000,1225
253.2,10000,1264
264.3,10000,1240
301.6,10000,1220
261.1,10000,1160
276.4,10000,1181
258.6,10000,1140
253.9,10000,1113
263.8,10000,1120
257.7,10000,1065
246.7,10000,1096
253.5,10000,1060
248.0,10000,1089
249.3,10000,1114
249.9,10000,1054
253.1,10000,1091
246.1,10000,1064
249.2,10000,1065
246.1,10000,1097
271.9,10000,1119
256.2,10000,1081
249.5,10000,1079
252.5,10000,1075
245.6,10000,1076
256.3,10000,1003
248.2,10000,1007
252.9,10000,997
248.8,10000,921
254.2,10000,957
249.5,10000,890
271.6,10000,937
250.8,10000,919
250.6,10000,932
251.4,10000,915
258.2,10000,934
247.5,10000,909
275.1,10000,895
246.1,10000,918
257.1,10000,918
255.6,10000,923
259.3,10000,899
249.6,10000,936
257.0,10000,963
249.7,10000,936
253.6,10000,929
249.8,10000,894
255.3,10000,947
266.0,10000,907
252.5,10000,887
265.9,10000,907
252.7,10000,878
260.3,10000,880
253.3,10000,849
268.7,10000,869
252.4,10000,841
277.1,10000,895
257.3,10000,842
250.6,10000,871
252.5,10000,888
253.0,10000,883
257.2,10000,878
246.1,10000,860
253.4,10000,858
263.7,10000,822
253.1,10000,873
263.9,10000,819
254.2,10000,839
260.0,10000,823
251.3,10000,903
302.5,10000,842
254.2,10000,866
248.6,10000,868
252.1,10000,858
310.0,10000,852
258.1,10000,834
246.5,10000,815
255.1,10000,838
245.8,10000,823
271.4,10000,839
247.3,10000,849
265.6,10000,852
246.1,10000,799
251.6,10000,764
281.7,10000,750
256.3,10000,747
256.1,10000,768
245.5,10000,781
253.4,10000,758
246.0,10000,788
251.8,10000,747
280.6,10000,780
258.5,10000,793
262.5,10000,813
260.8,10000,825
257.3,10000,829
253.9,10000,803
254.9,10000,790
261.5,10000,776
255.3,10000,748
260.7,10000,768
266.1,10000,788
252.4,10000,734
279.3,10000,722
251.3,10000,752
251.4,10000,744
260.9,10000,754
252.3,10000,773
251.1,10000,766
281.8,10000,782
251.1,10000,811
249.9,10000,803
255.9,10000,841
249.4,10000,796
256.2,10000,805
267.3,10000,808
251.8,10000,818
250.6,10000,815
254.7,10000,850
247.9,10000,842
256.6,10000,817
250.9,10000,834
250.1,10000,837
250.4,10000,816
251.6,10000,822
252.5,10000,820
252.2,10000,772
250.7,10000,799
249.9,10000,806
263.7,10000,799
250.1,10000,819
263.8,10000,797
251.1,10000,851
249.2,10000,838
271.3,10000,889
252.1,10000,885
253.3,10000,925
245.8,10000,912
250.9,10000,935
260.5,10000,922
249.6,10000,909
244.5,10000,882
260.2,10000,888
248.1,10000,954
252.1,10000,888
289.9,10000,957
259.3,10000,871
312.9,10000,995
262.8,10000,1045
262.6,10000,1144
256.5,10000,1237
258.0,10000,1366
252.6,10000,1496
262.6,10000,1640
258.0,10000,1802
254.4,10000,1930
256.1,10000,2011
281.2,10000,2115
259.0,10000,2199
254.0,10000,2363
256.8,10000,2509
285.9,10000,2551
252.5,10000,2703
330.1,10000,2825
257.5,10000,3021
249.2,10000,3087
247.2,10000,3232
244.2,10000,3383
253.8,10000,3511
246.7,10000,3538
248.3,10000,3684
247.2,10000,3765
250.7,10000,3825
244.4,10000,3895
257.2,10000,4035
253.5,10000,4065
250.7,10000,4149
246.4,10000,4127
249.4,10000,4215
246.5,10000,4313
251.1,10000,4325
246.9,10000,4370
251.4,10000,4441
247.2,10000,4487
255.5,10000,4502
245.7,10000,4520
248.2,10000,4508
252.7,10000,4561
250.6,10000,4543
244.9,10000,4604
248.8,10000,4670
247.7,10000,4710
257.1,10000,4716
248.1,10000,4682
250.7,10000,4758
246.5,10000,4750
251.4,10000,4826
250.8,10000,4839
263.0,10000,4847
285.6,10000,4829
251.1,10000,4875
247.0,10000,4838
250.0,10000,4906
248.0,10000,4810
249.5,10000,4857
248.4,10000,4911
254.8,10000,4915
265.0,10000,4907
259.1,10000,4928
248.2,10000,4922
249.8,10000,4947
268.5,10000,4926
249.0,10000,4982
247.0,10000,4972
250.4,10000,4968
247.5,10000,4982
249.3,10000,4992
254.3,10000,4951
249.3,10000,4961
263.5,10000,4981
263.5,10000,4996
264.2,10000,4982
251.7,10000,5002
253.0,10000,4962
267.2,10000,4963
256.5,10000,5009
283.3,10000,4997
269.9,10000,4965
254.2,10000,4976
246.9,10000,4979
250.5,10000,4990
249.3,10000,4968
266.8,10000,5002
263.0,10000,5018
254.3,10000,4984
313.2,10000,5006
268.5,10000,5009
257.1,10000,4998
272.7,10000,5038
248.4,10000,4990
252.5,10000,4984
257.7,10000,5006
266.5,10000,5011
250.6,10000,5015
253.4,10000,5019
305.7,10000,5038
269.2,10000,5047
262.7,10000,5026
252.7,10000,5035
251.6,10000,5024
264.3,10000,5042
248.3,10000,5055
253.3,10000,5026
261.3,10000,5030
266.6,10000,5028
244.6,10000,5038
251.4,10000,5021
246.8,10000,5036
326.4,10000,5018
249.7,10000,5019
260.7,10000,5032
249.1,10000,5033
262.9,10000,5042
248.0,10000,5048
252.1,10000,5040
249.5,10000,5004
254.3,10000,5019
246.1,10000,5024
254.2,10000,5010
256.2,10000,5027
251.4,10000,5032
246.2,10000,5019
250.6,10000,5039
247.8,10000,5007
250.1,10000,5016
274.5,10000,5010
267.8,10000,5022
246.2,10000,5030
249.0,10000,5043
245.9,10000,5010
247.4,10000,5033
255.1,10000,5027
251.3,10000,5037
256.7,10000,5011
251.8,10000,5044
248.9,10000,5032
249.6,10000,5051
248.3,10000,5029
250.9,10000,5030
248.0,10000,5030
252.9,10000,5030
267.6,10000,5031
272.6,10000,5035
265.4,10000,5023
264.8,10000,5027
258.7,10000,5037
267.9,10000,5032
247.6,10000,5036
251.9,10000,5025
278.9,10000,5030
270.8,10000,5031
286.3,10000,5032
251.6,10000,5045
248.7,10000,5028
254.5,10000,5029
249.4,10000,5040
277.8,10000,5033
250.1,10000,5043
268.5,10000,5021
276.8,10000,5019
250.3,10000,5037
255.8,10000,5029
284.0,10000,5033
259.4,10000,5039
252.5,10000,5054
252.7,10000,5036
256.3,10000,5039
274.4,10000,5038
254.2,10000,5036
247.0,10000,5039
256.9,10000,5048
251.4,10000,5045
250.3,10000,5046
252.1,10000,5038
260.3,10000,5039
246.8,10000,5034
252.5,10000,5048
246.0,10000,5049
249.8,10000,5054
256.8,10000,5040
259.3,10000,5040
248.2,10000,5040
270.2,10000,5047
252.7,10000,5044
250.2,10000,5044
247.9,10000,5046
251.7,10000,5046
256.0,10000,5043
250.1,10000,5040
247.4,10000,5039
260.2,10000,5048
251.3,10000,5042
251.8,10000,5050
258.3,10000,5042
249.2,10000,5046
248.8,10000,5040
249.9,10000,5040
256.6,10000,5045
253.6,10000,5045
232.5,10000,5044
249.2,10000,5045
247.1,10000,5045
251.1,10000,5048
255.9,10000,5037
248.6,10000,5040
246.5,10000,5041
252.3,10000,5052
250.6,10000,5046
261.4,10000,5045
247.4,10000,5039
248.2,10000,5869
246.4,10000,4348
251.2,10000,4592
248.6,10000,4512
261.3,10000,4525
248.6,10000,4344
250.1,10000,4289
251.6,10000,4189
252.8,10000,4124
243.8,10000,4011
263.2,10000,3816
248.6,10000,3776
268.2,10000,3613
270.3,10000,3530
250.8,10000,3415
251.4,10000,3341
251.8,10000,3109
253.2,10000,3528
253.0,10000,3497
263.7,10000,3778
256.2,10000,3949
252.6,10000,4041
257.3,10000,4225
257.1,10000,4279
252.4,10000,4406
254.3,10000,4449
249.6,10000,4491
246.9,10000,4439
250.9,10000,4504
258.5,10000,4514
251.0,10000,4539
246.6,10000,4549
254.1,10000,4637
248.5,10000,4604
257.9,10000,4618
258.3,10000,4707
250.8,10000,4686
246.3,10000,4742
247.9,10000,4726
247.6,10000,4722
248.4,10000,4670
251.7,10000,4708
298.9,10000,4811
247.7,10000,4818
250.7,10000,4753
245.5,10000,4809
258.5,10000,4817
247.0,10000,4734
250.7,10000,4714
247.8,10000,4760
270.0,10000,4800
246.0,10000,4796
263.7,10000,4815
248.2,10000,4848
247.4,10000,4850
247.8,10000,4862
249.2,10000,4882
248.1,10000,4870
271.6,10000,4877
255.5,10000,4882
249.5,10000,4885
247.6,10000,4892
249.4,10000,4897
246.0,10000,4901
248.6,10000,4899
247.4,10000,4894
255.2,10000,4897
265.7,10000,4902
262.7,10000,4902
246.0,10000,4899
247.8,10000,4904
246.2,10000,4902
249.0,10000,4904
344.8,10000,4903
251.5,10000,4951
277.4,10000,4950
271.1,10000,4932
249.6,10000,4961
257.0,10000,4947
247.4,10000,4933
251.7,10000,4952
247.2,10000,4950
249.0,10000,4933
247.2,10000,4956
249.7,10000,4945
246.9,10000,4930
252.5,10000,4948
255.8,10000,4949
249.1,10000,4934
280.6,10000,4957
279.1,10000,4945
262.3,10000,4931
259.4,10000,4939
231.9,10000,4931
253.8,10000,4921
250.0,10000,4936
246.0,10000,4937
247.0,10000,4918
251.2,10000,4941
258.2,10000,4930
258.2,10000,4920
245.5,10000,4938
248.4,10000,4933
247.9,10000,4917
251.7,10000,4941
245.7,10000,4930
253.0,10000,4920
258.0,10000,4938
260.0,10000,4933
247.6,10000,4917
248.5,10000,4941
244.6,10000,4930
248.6,10000,4920
246.7,10000,4938
247.6,10000,4933
246.0,10000,4917
264.5,10000,4941
249.2,10000,4930
253.2,10000,4920
247.7,10000,4938
249.5,10000,4933
248.5,10000,4917
251.9,10000,4941
249.1,10000,4930
249.6,10000,4920
274.4,10000,4938
270.7,10000,4933
247.4,10000,4917
252.5,10000,4941
251.0,10000,4930
254.9,10000,4920
247.0,10000,4938
256.3,10000,4933
264.2,10000,4917
259.7,10000,4941
251.3,10000,4930
271.7,10000,4920
248.2,10000,4938
251.1,10000,4933
255.6,10000,4917
256.5,10000,4941
248.2,10000,4930
276.7,10000,4920
261.7,10000,4938
252.6,10000,4955
245.2,10000,4958
248.5,10000,4955
252.6,10000,4958
254.1,10000,4955
248.7,10000,4958
257.7,10000,4955
247.7,10000,4958
283.6,10000,4955
265.6,10000,4958
266.3,10000,4955
251.5,10000,4958
254.4,10000,4955
262.8,10000,4958
268.7,10000,4955
259.4,10000,4958
259.1,10000,4955
247.4,10000,4958
250.4,10000,4955
248.3,10000,4958
252.0,10000,4955
248.2,10000,4958
266.8,10000,4955
261.4,10000,4958
254.2,10000,4955
264.7,10000,4958
267.3,10000,4955
248.8,10000,4958
256.9,10000,4955
248.5,10000,4958
250.9,10000,4955
255.4,10000,4958
260.6,10000,4955
247.0,10000,4958
249.9,10000,4955
251.4,10000,4958
249.7,10000,3900
254.8,10000,3839
259.4,10000,4001
247.6,10000,3967
265.4,10000,4001
247.8,10000,3967
249.6,10000,4001
256.3,10000,3967
250.9,10000,4001
248.5,10000,3967
249.5,10000,4001
255.1,10000,3967
253.2,10000,4001
248.2,10000,3967
258.3,10000,4001
247.9,10000,3967
251.7,10000,4001
294.0,10000,3967
256.4,10000,4001
252.3,10000,3967
252.5,10000,4001
257.3,10000,3967
249.9,10000,4001
247.7,10000,3967
268.3,10000,4001
253.1,10000,3967
251.8,10000,4001
263.5,10000,3967
248.5,10000,4001
246.5,10000,3967
251.5,10000,4001
251.3,10000,3967
251.6,10000,4001
246.5,10000,3967
256.2,10000,4001
244.5,10000,3967
251.9,10000,4001
257.1,10000,3967
257.9,10000,4001
247.5,10000,3967
266.3,10000,4001
247.6,10000,3967
250.2,10000,4001
275.3,10000,3967
253.9,10000,4001
249.3,10000,3967
253.5,10000,4001
254.1,10000,3967
250.8,10000,4001
248.3,10000,3967
264.2,10000,4001
247.7,10000,3967
250.5,10000,4001
258.3,10000,3967
257.9,10000,4001
249.2,10000,3967
262.5,10000,4001
245.3,10000,3967
257.7,10000,4001
248.9,10000,3967
250.0,10000,4001
249.9,10000,3967
251.4,10000,4001
258.1,10000,3967
251.5,10000,4001
257.6,10000,3967
270.0,10000,4001
248.3,10000,3967
257.1,10000,4001
259.4,10000,3967
263.7,10000,4001
250.3,10000,3967
251.9,10000,4001
251.8,10000,3967
253.6,10000,4001
247.4,10000,3967
267.3,10000,4001
254.0,10000,3967
251.4,10000,4001
249.6,10000,3967
257.3,10000,4001
255.7,10000,3967
247.5,10000,4001
259.6,10000,3967
252.9,10000,4001
247.0,10000,3967
260.1,10000,4001
249.9,10000,3967
250.8,10000,4001
246.5,10000,3967
248.1,10000,4001
246.6,10000,3967
250.9,10000,4001
251.8,10000,3967
246.7,10000,4001
250.5,10000,3967
272.9,10000,4001
248.0,10000,3967
252.5,10000,4001
264.2,10000,3967
259.1,10000,4001
247.4,10000,3967
261.3,10000,4001
339.3,10000,3967
252.2,10000,4001
247.6,10000,3967
270.3,10000,4001
249.5,10000,3967
254.5,10000,4001
245.7,10000,3967
251.8,10000,4001
252.4,10000,3967
276.8,10000,4001
255.1,10000,3967
249.5,10000,4001
249.8,10000,3967
255.8,10000,4001
287.0,10000,3967
250.7,10000,4001
292.3,10000,3967
249.6,10000,4001
247.1,10000,3967
253.2,10000,4001
253.9,10000,3967
257.0,10000,4001
247.5,10000,3967
252.9,10000,4001
247.3,10000,3967
253.3,10000,4001
266.5,10000,3967
253.3,10000,4001
246.0,10000,3967
284.9,10000,4001
247.0,10000,3967
287.9,10000,4001
244.7,10000,3967
278.2,10000,4001
252.3,10000,3967
253.9,10000,4001
248.1,10000,3967
274.4,10000,4001
246.8,10000,3967
249.9,10000,4001
249.7,10000,3967
297.5,10000,4001
247.3,10000,3967
249.1,10000,4001
265.6,10000,3967
249.8,10000,4085
245.7,10000,4136
259.8,10000,4137
253.1,10000,4140
252.2,10000,4142
247.7,10000,4142
264.2,10000,4142
253.5,10000,4142
252.5,10000,4142
245.0,10000,4142
310.7,10000,4142
248.1,10000,4142
251.4,10000,4142
248.8,10000,4142
263.5,10000,4142
252.8,10000,4142
258.3,10000,4142
248.7,10000,4142
274.0,10000,4142
263.9,10000,4142
248.5,10000,4142
249.8,10000,4142
270.6,10000,4142
262.7,10000,4142
250.8,10000,4142
257.8,10000,4142
251.9,10000,4142
264.6,10000,4142
249.0,10000,4142
280.2,10000,4142
251.1,10000,4142
246.1,10000,4142
264.9,10000,4142
250.3,10000,3405
250.8,10000,3541
261.6,10000,3726
251.7,10000,3714
245.8,10000,3737
252.0,10000,3759
246.7,10000,3772
259.3,10000,3807
246.2,10000,3784
247.6,10000,3824
244.7,10000,3808
253.1,10000,3832
258.6,10000,3831
252.3,10000,3838
247.7,10000,3838
262.5,10000,3841
248.8,10000,3840
257.3,10000,3853
245.1,10000,3837
251.4,10000,1773
274.1,10000,2842
250.3,10000,2244
258.4,10000,2256
262.8,10000,2348
246.7,10000,2360
263.5,10000,2238
257.9,10000,2346
249.5,10000,2315
248.5,10000,2202
259.8,10000,2410
249.5,10000,2254
252.4,10000,2250
254.1,10000,2267
265.0,10000,2381
246.0,10000,2119
259.1,10000,2386
257.9,10000,2257
250.2,10000,2310
253.3,10000,2223
286.2,10000,2337
247.8,10000,2261
258.3,10000,2219
261.3,10000,2410
248.9,10000,2228
251.9,10000,2202
258.0,10000,2334
246.2,10000,2285
251.2,10000,2188
258.5,10000,2268
251.6,10000,2199
247.5,10000,2352
260.0,10000,2241
250.9,10000,2267
270.4,10000,2385
255.3,10000,2337
270.9,10000,2249
247.7,10000,2290
292.6,10000,2354
263.0,10000,2319
252.5,10000,2243
252.9,10000,2306
252.5,10000,2258
246.0,10000,2322
260.0,10000,2359
255.5,10000,2242
250.3,10000,2324
266.3,10000,2252
263.7,10000,2286
245.9,10000,2271
255.5,10000,2289
257.1,10000,2261
249.1,10000,2425
251.7,10000,2126
257.8,10000,2379
249.6,10000,2243
248.0,10000,2294
250.1,10000,2281
250.6,10000,2263
252.2,10000,2293
258.6,10000,2309
261.5,10000,2190
251.2,10000,2411
252.5,10000,2200
275.8,10000,2309
247.5,10000,2368
262.1,10000,2185
249.0,10000,2350
250.0,10000,2246
253.9,10000,2326
263.2,10000,2221
254.1,10000,2385
263.8,10000,2296
254.5,10000,2251
310.3,10000,2243
250.7,10000,2325
256.9,10000,2338
254.3,10000,2904
256.1,10000,2798
246.7,10000,2899
256.7,10000,2917
244.4,10000,3072
261.8,10000,3069
247.7,10000,3133
258.1,10000,3154
246.8,10000,3231
257.4,10000,3296
250.2,10000,3313
250.6,10000,3389
249.7,10000,3431
250.1,10000,3490
255.3,10000,3525
250.3,10000,3522
253.4,10000,3568
247.7,10000,3603
247.0,10000,3623
258.1,10000,3603
247.0,10000,3657
276.9,10000,3658
247.3,10000,3684
269.2,10000,3690
257.7,10000,3682
249.6,10000,3707
245.4,10000,3698
253.4,10000,3705
246.8,10000,3705
277.9,10000,3708
245.4,10000,3717
252.7,10000,3708
261.9,10000,3716
249.4,10000,3710
272.3,10000,3719
262.4,10000,3713
246.8,10000,3713
249.6,10000,3709
273.3,10000,3723
247.6,10000,3710
246.0,10000,3712
255.8,10000,3713
247.2,10000,3720
250.1,10000,3709
253.4,10000,3716
250.8,10000,3710
268.3,10000,3719
255.7,10000,3713
245.8,10000,3713
255.5,10000,3709
244.2,10000,3723
248.0,10000,3710
258.4,10000,3712
254.1,10000,3713
247.3,10000,3720
261.9,10000,3709
245.7,10000,3716
248.4,10000,3710
253.8,10000,3719
248.5,10000,3713
247.6,10000,3713
249.8,10000,3709
245.7,10000,3723
280.5,10000,3710
245.0,10000,3712
248.8,10000,3713
253.8,10000,3720
251.1,10000,3709
247.0,10000,3716
251.3,10000,3710
244.7,10000,3719
248.9,10000,3713
247.2,10000,3713
249.9,10000,3709
258.2,10000,3723
247.7,10000,3710
253.3,10000,3712
255.5,10000,3713
247.4,10000,3720
250.2,10000,3709
253.9,10000,3716
248.4,10000,3710
265.0,10000,3719
249.2,10000,3713
245.6,10000,3713
251.5,10000,3709
253.7,10000,3723
251.6,10000,3710
267.0,10000,3712
258.1,10000,3713
247.4,10000,3720
248.4,10000,3709
276.7,10000,3716
249.7,10000,3710
249.0,10000,3719
249.3,10000,3713
248.0,10000,3713
251.4,10000,3709
325.2,10000,3723
292.3,10000,3710
281.7,10000,3712
251.1,10000,3713
279.5,10000,3720
248.0,10000,3709
249.6,10000,3716
253.3,10000,3710
250.8,10000,3719
252.1,10000,3713
251.1,10000,3713
246.5,10000,3709
247.2,10000,3723
259.5,10000,3710
246.4,10000,3712
248.4,10000,3713
300.0,10000,3720
251.1,10000,3709
246.4,10000,3716
261.3,10000,3710
246.7,10000,3719
247.7,10000,3713
251.0,10000,3713
247.5,10000,3709
245.7,10000,3723
256.1,10000,3710
264.1,10000,3712
249.6,10000,3713
250.1,10000,3720
248.2,10000,3709
247.1,10000,3716
257.6,10000,3710
247.2,10000,3719
266.1,10000,3713
247.9,10000,3713
251.3,10000,3709
263.8,10000,3723
250.0,10000,3721
245.4,10000,3727
260.2,10000,3722
245.0,10000,3726
250.5,10000,3723
253.5,10000,3726
249.2,10000,3722
247.7,10000,3727
273.0,10000,3722
246.9,10000,3726
251.5,10000,3723
251.5,10000,3726
269.1,10000,3722
254.4,10000,3727
259.6,10000,3726
247.1,10000,3726
252.2,10000,3727
247.1,10000,3726
248.9,10000,3726
254.7,10000,3727
248.7,10000,3726
250.5,10000,3726
266.9,10000,3727
251.6,10000,3726
252.6,10000,3726
246.5,10000,3727
249.7,10000,3726
249.5,10000,3726
265.5,10000,3727
249.4,10000,3726
251.3,10000,3726
249.5,10000,3727
249.6,10000,3726
247.4,10000,3726
261.3,10000,3727
248.8,10000,3726
249.4,10000,3726
258.7,10000,3727
249.2,10000,3726
253.9,10000,3726
257.2,10000,3727
249.6,10000,3726
252.7,10000,3726
262.9,10000,3727
248.7,10000,3726
357.0,10000,3726
252.0,10000,3727
251.6,10000,3726
248.6,10000,3726
251.3,10000,3727
249.7,10000,3726
246.8,10000,3726
302.5,10000,3727
246.5,10000,3726
250.5,10000,3726
245.9,10000,3727
251.8,10000,3726
245.6,10000,3726
250.1,10000,3727
257.5,10000,3726
250.7,10000,3726
245.3,10000,3727
257.3,10000,3726
246.3,10000,3726
254.6,10000,3727
265.8,10000,3726
251.0,10000,3726
251.5,10000,3727
254.2,10000,3726
248.5,10000,3726
253.8,10000,3727
264.1,10000,3726
256.2,10000,3726
248.1,10000,3727
255.4,10000,3726
259.5,10000,3726
247.7,10000,3727
252.1,10000,3726
249.5,10000,3726
257.5,10000,3727
266.9,10000,4304
248.3,10000,4338
255.7,10000,4342
248.0,10000,4342
266.0,10000,4342
245.9,10000,4342
251.2,10000,4342
246.9,10000,5269
251.3,10000,5269
252.6,10000,5269
262.3,10000,5269
248.5,10000,5269
249.8,10000,5269
247.1,10000,5269
251.5,10000,5269
246.3,10000,5269
248.6,10000,5269
246.5,10000,5269
248.7,10000,5269
248.3,10000,5269
352.1,10000,5269
249.4,10000,5269
251.6,10000,5269
249.8,10000,5269
255.8,10000,5269
277.9,10000,5269
253.8,10000,5269
280.4,10000,5269
323.4,10000,5269
248.1,10000,5269
251.8,10000,5269
263.5,10000,5269
252.6,10000,5269
249.9,10000,5269
255.1,10000,5269
256.9,10000,5269
251.2,10000,5965
246.7,10000,5967
250.4,10000,5967
244.9,10000,5967
250.5,10000,5967
247.9,10000,5967
247.7,10000,5967
246.7,10000,5967
264.3,10000,5967
254.7,10000,5967
251.2,10000,5967
247.9,10000,5967
250.4,10000,5967
247.4,10000,5967
249.6,10000,5967
250.3,10000,5967
253.9,10000,5967
249.3,10000,5967
250.1,10000,6337
249.2,10000,6337
248.8,10000,6337
247.4,10000,6337
250.0,10000,6337
246.4,10000,6337
248.0,10000,6337
246.6,10000,6337
255.0,10000,6337
247.4,10000,6337
311.5,10000,6337
245.6,10000,8270
270.7,10000,8270
245.5,10000,8270
249.9,10000,8270
247.4,10000,8270
250.0,10000,8270
247.1,10000,8270
252.0,10000,8270
248.7,10000,8270
251.2,10000,8676
246.1,10000,8676
250.9,10000,8676
246.2,10000,8676
249.7,10000,8676
247.0,10000,8676
248.6,10000,8676
248.6,10000,8676
247.6,10000,8676
255.1,10000,8676
249.2,10000,8676
246.8,10000,8676
248.5,10000,8676
250.8,10000,8676
249.6,10000,10000
246.1,10000,10000
281.8,10000,10000
250.8,10000,10000
248.8,10000,10000
246.5,10000,10000
247.0,10000,10000
247.1,10000,10000
249.5,10000,10000
246.7,10000,10000
246.3,10000,10000
247.8,10000,10000
248.1,10000,10000
246.5,10000,10000
248.8,10000,10000
247.2,10000,10000
248.1,10000,10000
246.6,10000,10000
249.1,10000,10000
247.8,10000,10000
249.3,10000,10000
246.5,10000,10000
250.7,10000,10000
245.6,10000,10000
254.3,10000,10000
247.2,10000,10000
250.5,10000,10000
280.9,10000,10000
249.6,10000,10000
246.5,10000,10000
335.0,10000,10000
249.4,10000,10000
249.5,10000,10000
246.9,10000,10000
247.8,10000,10000
251.2,10000,10000
256.2,10000,10000
248.3,10000,10000
255.7,10000,10000
250.6,10000,10000
248.7,10000,10000
246.5,10000,10000
253.4,10000,10000
245.4,10000,10000
256.1,10000,10000
248.5,10000,10000
250.8,10000,10000
252.8,10000,10000
249.9,10000,10000
246.8,10000,10000
248.6,10000,10000
250.8,10000,10000
251.8,10000,10000
296.6,10000,10000
249.5,10000,10000
282.0,10000,10000
261.5,10000,10000
246.8,10000,10000
250.9,10000,10000
246.9,10000,10000
247.8,10000,10000
254.7,10000,10000
250.7,10000,10000
254.6,10000,10000
255.5,10000,10000
250.6,10000,10000
249.6,10000,10000
249.8,10000,10000
250.9,10000,10000
248.2,10000,10000
249.4,10000,10000
250.4,10000,10000
316.2,10000,10000
249.3,10000,10000
249.9,10000,10000
247.7,10000,10000
246.0,10000,10000
249.7,10000,10000
268.2,10000,10000
245.5,10000,10000
255.9,10000,10000
291.5,10000,10000
249.8,10000,10000
249.0,10000,10000
247.1,10000,10000
257.6,10000,10000
250.8,10000,10000
254.1,10000,10000
254.4,10000,10000
249.6,10000,10000
260.4,10000,10000
248.7,10000,10000
253.1,10000,10000
264.0,10000,10000
251.2,10000,10000
251.1,10000,10000
255.9,10000,10000
247.9,10000,10000
258.5,10000,10000
250.7,10000,10000
251.0,10000,10000
286.2,10000,10000
254.8,10000,10000
246.5,10000,10000
271.8,10000,10000
248.8,10000,10000
251.6,10000,10000
244.8,10000,10000
249.8,10000,10000
249.5,10000,10000
255.6,10000,10000
246.9,10000,10000
249.5,10000,10000
245.3,10000,10000
249.1,10000,10000
245.6,10000,10000
249.2,10000,10000
245.3,10000,10000
249.0,10000,10000
246.0,10000,10000
253.4,10000,10000
269.8,10000,10000
246.9,10000,10000
249.6,10000,10000
254.2,10000,10000
250.0,10000,10000
253.7,10000,10000
247.2,10000,10000
246.3,10000,10000
244.1,10000,10000
248.4,10000,10000
267.2,10000,10000
248.5,10000,10000
270.4,10000,10000
251.1,10000,9999
249.9,10000,9999
252.2,10000,9999
264.1,10000,9999
253.1,10000,9999
250.2,10000,9999
248.2,10000,9999
246.9,10000,9999
251.1,10000,9999
250.7,10000,9999
249.4,10000,9999
250.9,10000,9999
250.6,10000,9999
253.0,10000,9999
248.1,10000,9999
298.7,10000,9999
255.2,10000,9999
246.5,10000,9998
250.9,10000,9998
254.3,10000,9998
248.0,10000,9998
259.4,10000,9998
250.0,10000,9998
247.7,10000,9998
248.9,10000,9998
280.5,10000,9998
256.3,10000,9998
247.6,10000,9998
256.3,10000,9998
248.4,10000,9997
260.8,10000,9997
312.6,10000,9997
252.2,10000,9997
249.2,10000,9997
249.0,10000,9997
353.8,10000,9997
250.1,10000,9997
252.7,10000,9997
251.7,10000,9996
248.4,10000,9996
262.6,10000,9996
246.9,10000,9996
255.1,10000,9996
247.6,10000,9996
257.6,10000,9996
250.8,10000,9996
255.9,10000,9996
246.5,10000,9995
252.7,10000,9995
246.1,10000,9995
248.9,10000,9995
245.3,10000,9995
257.0,10000,9995
245.4,10000,9995
249.4,10000,9995
246.3,10000,9994
245.7,10000,9994
255.1,10000,9994
278.2,10000,9994
250.3,10000,9994
294.7,10000,9994
251.3,10000,9994
248.5,10000,9994
245.2,10000,9993
250.2,10000,9993
246.2,10000,9993
248.1,10000,9993
244.2,10000,9993
248.4,10000,9993
245.7,10000,9993
247.7,10000,9993
245.0,10000,9992
249.2,10000,9992
266.5,10000,9992
253.7,10000,9992
268.9,10000,9992
258.0,10000,9992
247.1,10000,9992
260.0,10000,9992
253.3,10000,9991
248.8,10000,9991
245.1,10000,9991
249.5,10000,9991
243.9,10000,9991
248.2,10000,9991
248.7,10000,9991
249.9,10000,9991
254.7,10000,9990
251.9,10000,9990
248.4,10000,9990
248.7,10000,9990
247.9,10000,9990
250.5,10000,9990
244.0,10000,9990
250.9,10000,9990
244.9,10000,9989
249.1,10000,9989
246.8,10000,9989
